seed_idx	K	mu_cpp	mu_paper	coeff_without_perturb	coeff_with_perturb	response
4	3	3	8	-0.003287706038681302	-0.0033040400418059834	-0.25026506830233547
4	3	12	9	-0.7188698338514341	-0.7189099264800107	-0.002816302800081865
4	3	8	10	-0.3636893883583975	-0.36370629412329775	-0.002347314536363013
4	3	4	11	-1.1169346186559106	-1.1169328317279865	8.078985290481234e-05
4	3	13	12	-0.455211720223274	-0.45524764427459385	-0.003985033008982542
4	3	9	13	0.015741982196249754	0.01571494149546054	0.08681784123534615
4	3	14	14	-0.037880733379814936	-0.03788869612461057	-0.010613923744790981
4	4	0	0	-0.6087415242763904	-0.6241768074678988	-1.2644747599093433
4	4	5	1	-0.40763477708863144	-0.40212299786987477	0.6874649734345258
4	4	1	2	-0.20771181679862805	-0.205129699529745	0.6316920958630874
4	4	10	3	-0.4185831893458442	-0.4196114133779506	-0.12389400436196102
4	4	6	4	-0.047982285189755274	-0.048827096343090626	-0.8813743344310212
4	4	2	5	-0.2566170332575617	-0.25717552631401003	-0.10978356265926666
4	4	11	6	-0.3389474500482799	-0.3386298057324191	0.04734667467051074
4	4	7	7	0.10803758971521842	0.10826254538297694	-0.10503825241460275
4	4	3	8	0.10221914718813238	0.10225710612133626	-0.018749008529354474
4	4	12	9	-0.6982466050641272	-0.6983378012305809	-0.006595026980170766
4	4	8	10	-0.36958728425165155	-0.36962481210454334	-0.005127336668963728
4	4	4	11	-1.1283190786959179	-1.1283202641933672	-5.305736165756797e-05
4	4	13	12	-0.3873386018772769	-0.3873732749198658	-0.004520213221479952
4	4	9	13	0.06625124328082353	0.06622299550407401	0.02153575134066548
4	4	14	14	-0.032843895209379734	-0.032844722156018705	-0.0012714361273230607
4	5	0	0	-0.5903372577203333	-0.6066441424900237	-1.3759975230564743
4	5	5	1	-0.3577161868500651	-0.3509076104324699	0.9704231091689769
4	5	1	2	-0.17174877646055758	-0.16852791160609865	0.9560056476151739
4	5	10	3	-0.3991592077163423	-0.4006526316741312	-0.188583187543457
4	5	6	4	-0.04952292919640872	-0.050795673953795466	-1.281416540169933
4	5	2	5	-0.2812142641707481	-0.2820415324495025	-0.14833655757056108
4	5	11	6	-0.28837713603512855	-0.2877786809586726	0.10490566531739794
4	5	7	7	0.16161773159595008	0.1620565405315552	-0.1369224717933494
